:START_ID,:END_ID,:TYPE
408,287,MADE
3,288,MADE
142,289,MADE
84,290,MADE
163,291,MADE
209,292,MADE
140,293,MADE
20,294,MADE
85,295,MADE
182,296,MADE
429,297,MADE
265,298,MADE
22,299,MADE
67,300,MADE
441,301,MADE
194,302,MADE
222,303,MADE
569,304,MADE
52,305,MADE
483,306,MADE
493,307,MADE
42,308,MADE
335,309,MADE
425,310,MADE
465,311,MADE
17,312,MADE
198,313,MADE
292,314,MADE
302,315,MADE
95,316,MADE
277,317,MADE
369,318,MADE
51,319,MADE
69,320,MADE
362,321,MADE
48,322,MADE
456,323,MADE
500,324,MADE
366,325,MADE
500,326,MADE
176,327,MADE
464,328,MADE
3,329,MADE
45,330,MADE
362,331,MADE
7,332,MADE
564,333,MADE
334,334,MADE
216,335,MADE
561,336,MADE
224,337,MADE
49,338,MADE
199,339,MADE
441,340,MADE
124,341,MADE
523,342,MADE
560,343,MADE
115,344,MADE
167,345,MADE
335,346,MADE
88,347,MADE
346,348,MADE
315,349,MADE
541,350,MADE
584,351,MADE
530,352,MADE
492,353,MADE
529,354,MADE
463,355,MADE
73,356,MADE
119,357,MADE
306,358,MADE
375,359,MADE
499,360,MADE
111,361,MADE
20,362,MADE
359,363,MADE
191,364,MADE
345,365,MADE
440,366,MADE
268,367,MADE
354,368,MADE
167,369,MADE
490,370,MADE
393,371,MADE
390,372,MADE
154,373,MADE
241,374,MADE
137,375,MADE
580,376,MADE
411,377,MADE
561,378,MADE
53,379,MADE
462,380,MADE
565,381,MADE
27,382,MADE
241,383,MADE
565,384,MADE
257,385,MADE
120,386,MADE
334,387,MADE
412,388,MADE
98,389,MADE
558,390,MADE
11,391,MADE
185,392,MADE
320,393,MADE
188,394,MADE
10,395,MADE
158,396,MADE
249,397,MADE
589,398,MADE
288,399,MADE
50,400,MADE
484,401,MADE
517,402,MADE
219,403,MADE
400,404,MADE
574,405,MADE
106,406,MADE
436,407,MADE
26,408,MADE
367,409,MADE
266,410,MADE
153,411,MADE
252,412,MADE
153,413,MADE
233,414,MADE
144,415,MADE
523,416,MADE
396,417,MADE
419,418,MADE
101,419,MADE
7,420,MADE
527,421,MADE
269,422,MADE
573,423,MADE
75,424,MADE
389,425,MADE
129,426,MADE
251,427,MADE
513,428,MADE
269,429,MADE
100,430,MADE
46,431,MADE
172,432,MADE
368,433,MADE
10,434,MADE
384,435,MADE
529,436,MADE
556,437,MADE
179,438,MADE
31,439,MADE
284,440,MADE
63,441,MADE
551,442,MADE
523,443,MADE
283,444,MADE
288,445,MADE
453,446,MADE
506,447,MADE
500,448,MADE
292,449,MADE
459,450,MADE
294,451,MADE
186,452,MADE
128,453,MADE
398,454,MADE
241,455,MADE
298,456,MADE
86,457,MADE
88,458,MADE
506,459,MADE
370,460,MADE
470,461,MADE
91,462,MADE
11,463,MADE
305,464,MADE
399,465,MADE
256,466,MADE
125,467,MADE
455,468,MADE
50,469,MADE
99,470,MADE
110,471,MADE
68,472,MADE
185,473,MADE
419,474,MADE
134,475,MADE
74,476,MADE
347,477,MADE
590,478,MADE
560,479,MADE
402,480,MADE
142,481,MADE
112,482,MADE
278,483,MADE
128,484,MADE
567,485,MADE
260,486,MADE
167,487,MADE
566,488,MADE
417,489,MADE
199,490,MADE
126,491,MADE
526,492,MADE
296,493,MADE
181,494,MADE
476,495,MADE
442,496,MADE
408,497,MADE
239,498,MADE
271,499,MADE
275,500,MADE
423,501,MADE
206,502,MADE
33,503,MADE
230,504,MADE
560,505,MADE
133,506,MADE
589,507,MADE
27,508,MADE
395,509,MADE
551,510,MADE
276,511,MADE
110,512,MADE
140,513,MADE
94,514,MADE
540,515,MADE
188,516,MADE
49,517,MADE
31,518,MADE
435,519,MADE
52,520,MADE
383,521,MADE
268,522,MADE
58,523,MADE
317,524,MADE
283,525,MADE
315,526,MADE
335,527,MADE
72,528,MADE
250,529,MADE
304,530,MADE
23,531,MADE
535,532,MADE
487,533,MADE
353,534,MADE
343,535,MADE
148,536,MADE
348,537,MADE
367,538,MADE
460,539,MADE
255,540,MADE
388,541,MADE
324,542,MADE
520,543,MADE
215,544,MADE
493,545,MADE
172,546,MADE
380,547,MADE
406,548,MADE
145,549,MADE
237,550,MADE
565,551,MADE
222,552,MADE
411,553,MADE
164,554,MADE
92,555,MADE
71,556,MADE
445,557,MADE
145,558,MADE
579,559,MADE
461,560,MADE
64,561,MADE
120,562,MADE
29,563,MADE
210,564,MADE
588,565,MADE
229,566,MADE
373,567,MADE
256,568,MADE
524,569,MADE
119,570,MADE
10,571,MADE
424,572,MADE
115,573,MADE
311,574,MADE
34,575,MADE
278,576,MADE
538,577,MADE
247,578,MADE
459,579,MADE
417,580,MADE
166,581,MADE
363,582,MADE
586,583,MADE
247,584,MADE
322,585,MADE
384,586,MADE
129,587,MADE
498,588,MADE
492,589,MADE
407,590,MADE
105,591,MADE
142,592,MADE
175,593,MADE
153,594,MADE
125,595,MADE
509,596,MADE
288,597,MADE
10,598,MADE
589,599,MADE
263,600,MADE
414,601,MADE
319,602,MADE
582,603,MADE
137,604,MADE
425,605,MADE
216,606,MADE
488,607,MADE
24,608,MADE
492,609,MADE
559,610,MADE
250,611,MADE
543,612,MADE
45,613,MADE
169,614,MADE
87,615,MADE
495,616,MADE
434,617,MADE
8,618,MADE
154,619,MADE
307,620,MADE
235,621,MADE
574,622,MADE
132,623,MADE
404,624,MADE
422,625,MADE
122,626,MADE
35,627,MADE
8,628,MADE
246,629,MADE
265,630,MADE
170,631,MADE
324,632,MADE
478,633,MADE
457,634,MADE
288,635,MADE
291,636,MADE
478,637,MADE
452,638,MADE
508,639,MADE
195,640,MADE
226,641,MADE
43,642,MADE
270,643,MADE
347,644,MADE
66,645,MADE
341,646,MADE
206,647,MADE
118,648,MADE
65,649,MADE
468,650,MADE
388,651,MADE
378,652,MADE
498,653,MADE
253,654,MADE
5,655,MADE
142,656,MADE
314,657,MADE
571,658,MADE
363,659,MADE
25,660,MADE
227,661,MADE
464,662,MADE
402,663,MADE
458,664,MADE
130,665,MADE
416,666,MADE
585,667,MADE
350,668,MADE
4,669,MADE
416,670,MADE
290,671,MADE
152,672,MADE
162,673,MADE
483,674,MADE
487,675,MADE
448,676,MADE
84,677,MADE
501,678,MADE
591,679,MADE
565,680,MADE
55,681,MADE
359,682,MADE
446,683,MADE
86,684,MADE
566,685,MADE
390,686,MADE
209,687,MADE
10,688,MADE
67,689,MADE
492,690,MADE
414,691,MADE
229,692,MADE
424,693,MADE
103,694,MADE
257,695,MADE
146,696,MADE
68,697,MADE
578,698,MADE
305,699,MADE
431,700,MADE
276,701,MADE
126,702,MADE
286,703,MADE
472,704,MADE
445,705,MADE
187,706,MADE
292,707,MADE
375,708,MADE
438,709,MADE
551,710,MADE
27,711,MADE
547,712,MADE
134,713,MADE
238,714,MADE
338,715,MADE
98,716,MADE
472,717,MADE
432,718,MADE
191,719,MADE
254,720,MADE
244,721,MADE
456,722,MADE
53,723,MADE
97,724,MADE
16,725,MADE
305,726,MADE
314,727,MADE
390,728,MADE
383,729,MADE
573,730,MADE
67,731,MADE
296,732,MADE
410,733,MADE
310,734,MADE
349,735,MADE
181,736,MADE
119,737,MADE
194,738,MADE
569,739,MADE
512,740,MADE
437,741,MADE
96,742,MADE
365,743,MADE
119,744,MADE
42,745,MADE
189,746,MADE
141,747,MADE
446,748,MADE
225,749,MADE
1,750,MADE
2,751,MADE
302,752,MADE
353,753,MADE
273,754,MADE
485,755,MADE
95,756,MADE
422,757,MADE
419,758,MADE
356,759,MADE
531,760,MADE
447,761,MADE
537,762,MADE
451,763,MADE
6,764,MADE
270,765,MADE
18,766,MADE
534,767,MADE
245,768,MADE
497,769,MADE
486,770,MADE
453,771,MADE
522,772,MADE
181,773,MADE
153,774,MADE
29,775,MADE
321,776,MADE
548,777,MADE
246,778,MADE
38,779,MADE
451,780,MADE
56,781,MADE
188,782,MADE
308,783,MADE
92,784,MADE
77,785,MADE
281,786,MADE
333,787,MADE
227,788,MADE
490,789,MADE
430,790,MADE
157,791,MADE
521,792,MADE
246,793,MADE
445,794,MADE
240,795,MADE
43,796,MADE
100,797,MADE
577,798,MADE
18,799,MADE
177,800,MADE
283,801,MADE
245,802,MADE
456,803,MADE
295,804,MADE
146,805,MADE
173,806,MADE
63,807,MADE
175,808,MADE
233,809,MADE
1,810,MADE
262,811,MADE
533,812,MADE
277,813,MADE
559,814,MADE
290,815,MADE
104,816,MADE
488,817,MADE
425,818,MADE
107,819,MADE
174,820,MADE
414,821,MADE
325,822,MADE
292,823,MADE
390,824,MADE
144,825,MADE
480,826,MADE
445,827,MADE
560,828,MADE
511,829,MADE
570,830,MADE
224,831,MADE
307,832,MADE
94,833,MADE
24,834,MADE
442,835,MADE
8,836,MADE
204,837,MADE
57,838,MADE
12,839,MADE
176,840,MADE
503,841,MADE
336,842,MADE
21,843,MADE
301,844,MADE
532,845,MADE
487,846,MADE
500,847,MADE
249,848,MADE
216,849,MADE
246,850,MADE
333,851,MADE
148,852,MADE
55,853,MADE
577,854,MADE
23,855,MADE
178,856,MADE
443,857,MADE
315,858,MADE
180,859,MADE
534,860,MADE
488,861,MADE
243,862,MADE
593,863,MADE
91,864,MADE
65,865,MADE
593,866,MADE
525,867,MADE
25,868,MADE
334,869,MADE
88,870,MADE
267,871,MADE
329,872,MADE
494,873,MADE
171,874,MADE
5,875,MADE
343,876,MADE
562,877,MADE
465,878,MADE
103,879,MADE
167,880,MADE
349,881,MADE
405,882,MADE
523,883,MADE
523,884,MADE
41,885,MADE
520,886,MADE
473,887,MADE
342,888,MADE
326,889,MADE
402,890,MADE
391,891,MADE
467,892,MADE
446,893,MADE
407,894,MADE
349,895,MADE
500,896,MADE
252,897,MADE
294,898,MADE
404,899,MADE
234,900,MADE
458,901,MADE
591,902,MADE
357,903,MADE
267,904,MADE
239,905,MADE
448,906,MADE
68,907,MADE
80,908,MADE
231,909,MADE
153,910,MADE
219,911,MADE
142,912,MADE
435,913,MADE
31,914,MADE
343,915,MADE
542,916,MADE
249,917,MADE
251,918,MADE
52,919,MADE
547,920,MADE
538,921,MADE
37,922,MADE
129,923,MADE
333,924,MADE
127,925,MADE
63,926,MADE
233,927,MADE
512,928,MADE
344,929,MADE
115,930,MADE
501,931,MADE
258,932,MADE
67,933,MADE
550,934,MADE
527,935,MADE
547,936,MADE
386,937,MADE
15,938,MADE
105,939,MADE
499,940,MADE
435,941,MADE
193,942,MADE
173,943,MADE
58,944,MADE
382,945,MADE
490,946,MADE
33,947,MADE
273,948,MADE
388,949,MADE
578,950,MADE
421,951,MADE
325,952,MADE
471,953,MADE
562,954,MADE
134,955,MADE
457,956,MADE
8,957,MADE
287,958,MADE
587,959,MADE
46,960,MADE
452,961,MADE
387,962,MADE
586,963,MADE
453,964,MADE
509,965,MADE
143,966,MADE
443,967,MADE
540,968,MADE
535,969,MADE
260,970,MADE
13,971,MADE
248,972,MADE
577,973,MADE
366,974,MADE
430,975,MADE
267,976,MADE
41,977,MADE
323,978,MADE
358,979,MADE
137,980,MADE
340,981,MADE
201,982,MADE
576,983,MADE
319,984,MADE
57,985,MADE
457,986,MADE
525,987,MADE
403,988,MADE
475,989,MADE
467,990,MADE
403,991,MADE
574,992,MADE
328,993,MADE
257,994,MADE
329,995,MADE
530,996,MADE
541,997,MADE
236,998,MADE
60,999,MADE
214,1000,MADE
428,1001,MADE
173,1002,MADE
176,1003,MADE
571,1004,MADE
185,1005,MADE
372,1006,MADE
97,1007,MADE
223,1008,MADE
62,1009,MADE
552,1010,MADE
334,1011,MADE
520,1012,MADE
548,1013,MADE
321,1014,MADE
547,1015,MADE
31,1016,MADE
90,1017,MADE
89,1018,MADE
552,1019,MADE
161,1020,MADE
380,1021,MADE
246,1022,MADE
319,1023,MADE
151,1024,MADE
364,1025,MADE
14,1026,MADE
9,1027,MADE
25,1028,MADE
300,1029,MADE
488,1030,MADE
528,1031,MADE
122,1032,MADE
45,1033,MADE
132,1034,MADE
243,1035,MADE
84,1036,MADE
536,1037,MADE
135,1038,MADE
209,1039,MADE
222,1040,MADE
204,1041,MADE
183,1042,MADE
315,1043,MADE
470,1044,MADE
346,1045,MADE
391,1046,MADE
133,1047,MADE
134,1048,MADE
382,1049,MADE
339,1050,MADE
422,1051,MADE
518,1052,MADE
481,1053,MADE
338,1054,MADE
518,1055,MADE
210,1056,MADE
554,1057,MADE
583,1058,MADE
18,1059,MADE
501,1060,MADE
410,1061,MADE
128,1062,MADE
395,1063,MADE
134,1064,MADE
41,1065,MADE
74,1066,MADE
202,1067,MADE
525,1068,MADE
101,1069,MADE
515,1070,MADE
275,1071,MADE
593,1072,MADE
92,1073,MADE
85,1074,MADE
193,1075,MADE
590,1076,MADE
11,1077,MADE
410,1078,MADE
273,1079,MADE
83,1080,MADE
155,1081,MADE
382,1082,MADE
87,1083,MADE
81,1084,MADE
493,1085,MADE
544,1086,MADE
480,1087,MADE
169,1088,MADE
248,1089,MADE
500,1090,MADE
363,1091,MADE
402,1092,MADE
114,1093,MADE
359,1094,MADE
380,1095,MADE
536,1096,MADE
574,1097,MADE
188,1098,MADE
377,1099,MADE
592,1100,MADE
558,1101,MADE
192,1102,MADE
356,1103,MADE
13,1104,MADE
246,1105,MADE
84,1106,MADE
94,1107,MADE
199,1108,MADE
535,1109,MADE
368,1110,MADE
483,1111,MADE
93,1112,MADE
367,1113,MADE
402,1114,MADE
387,1115,MADE
48,1116,MADE
532,1117,MADE
18,1118,MADE
244,1119,MADE
460,1120,MADE
76,1121,MADE
198,1122,MADE
229,1123,MADE
179,1124,MADE
554,1125,MADE
539,1126,MADE
346,1127,MADE
537,1128,MADE
575,1129,MADE
172,1130,MADE
299,1131,MADE
522,1132,MADE
114,1133,MADE
425,1134,MADE
155,1135,MADE
138,1136,MADE
304,1137,MADE
553,1138,MADE
449,1139,MADE
40,1140,MADE
97,1141,MADE
514,1142,MADE
478,1143,MADE
573,1144,MADE
535,1145,MADE
412,1146,MADE
254,1147,MADE
489,1148,MADE
469,1149,MADE
148,1150,MADE
258,1151,MADE
259,1152,MADE
293,1153,MADE
60,1154,MADE
253,1155,MADE
153,1156,MADE
573,1157,MADE
518,1158,MADE
122,1159,MADE
122,1160,MADE
511,1161,MADE
217,1162,MADE
429,1163,MADE
149,1164,MADE
65,1165,MADE
546,1166,MADE
342,1167,MADE
237,1168,MADE
65,1169,MADE
64,1170,MADE
325,1171,MADE
205,1172,MADE
469,1173,MADE
464,1174,MADE
301,1175,MADE
335,1176,MADE
525,1177,MADE
517,1178,MADE
201,1179,MADE
261,1180,MADE
566,1181,MADE
162,1182,MADE
307,1183,MADE
337,1184,MADE
528,1185,MADE
344,1186,MADE
369,1187,MADE
512,1188,MADE
66,1189,MADE
257,1190,MADE
119,1191,MADE
337,1192,MADE
266,1193,MADE
588,1194,MADE
73,1195,MADE
197,1196,MADE
586,1197,MADE
17,1198,MADE
555,1199,MADE
221,1200,MADE
247,1201,MADE
504,1202,MADE
250,1203,MADE
374,1204,MADE
446,1205,MADE
26,1206,MADE
478,1207,MADE
346,1208,MADE
100,1209,MADE
301,1210,MADE
308,1211,MADE
147,1212,MADE
164,1213,MADE
231,1214,MADE
569,1215,MADE
142,1216,MADE
548,1217,MADE
405,1218,MADE
553,1219,MADE
377,1220,MADE
176,1221,MADE
541,1222,MADE
60,1223,MADE
418,1224,MADE
293,1225,MADE
93,1226,MADE
19,1227,MADE
193,1228,MADE
210,1229,MADE
252,1230,MADE
438,1231,MADE
242,1232,MADE
389,1233,MADE
25,1234,MADE
346,1235,MADE
200,1236,MADE
134,1237,MADE
321,1238,MADE
491,1239,MADE
54,1240,MADE
136,1241,MADE
424,1242,MADE
557,1243,MADE
407,1244,MADE
277,1245,MADE
396,1246,MADE
346,1247,MADE
566,1248,MADE
463,1249,MADE
387,1250,MADE
430,1251,MADE
244,1252,MADE
19,1253,MADE
152,1254,MADE
566,1255,MADE
332,1256,MADE
9,1257,MADE
481,1258,MADE
532,1259,MADE
158,1260,MADE
266,1261,MADE
560,1262,MADE
504,1263,MADE
412,1264,MADE
308,1265,MADE
248,1266,MADE
163,1267,MADE
349,1268,MADE
204,1269,MADE
348,1270,MADE
398,1271,MADE
397,1272,MADE
488,1273,MADE
150,1274,MADE
514,1275,MADE
561,1276,MADE
142,1277,MADE
471,1278,MADE
192,1279,MADE
460,1280,MADE
263,1281,MADE
264,1282,MADE
164,1283,MADE
545,1284,MADE
253,1285,MADE
575,1286,MADE
514,1287,MADE
546,1288,MADE
59,1289,MADE
154,1290,MADE
171,1291,MADE
24,1292,MADE
575,1293,MADE
422,1294,MADE
48,1295,MADE
440,1296,MADE
305,1297,MADE
440,1298,MADE
490,1299,MADE
367,1300,MADE
547,1301,MADE
214,1302,MADE
438,1303,MADE
31,1304,MADE
55,1305,MADE
411,1306,MADE
146,1307,MADE
42,1308,MADE
480,1309,MADE
108,1310,MADE
170,1311,MADE
148,1312,MADE
515,1313,MADE
234,1314,MADE
141,1315,MADE
255,1316,MADE
567,1317,MADE
53,1318,MADE
553,1319,MADE
76,1320,MADE
430,1321,MADE
531,1322,MADE
348,1323,MADE
590,1324,MADE
36,1325,MADE
462,1326,MADE
473,1327,MADE
273,1328,MADE
287,1329,MADE
457,1330,MADE
172,1331,MADE
163,1332,MADE
239,1333,MADE
407,1334,MADE
97,1335,MADE
509,1336,MADE
357,1337,MADE
436,1338,MADE
295,1339,MADE
122,1340,MADE
4,1341,MADE
195,1342,MADE
519,1343,MADE
378,1344,MADE
81,1345,MADE
63,1346,MADE
103,1347,MADE
201,1348,MADE
248,1349,MADE
381,1350,MADE
366,1351,MADE
566,1352,MADE
264,1353,MADE
85,1354,MADE
583,1355,MADE
304,1356,MADE
469,1357,MADE
213,1358,MADE
156,1359,MADE
589,1360,MADE
375,1361,MADE
458,1362,MADE
303,1363,MADE
508,1364,MADE
130,1365,MADE
224,1366,MADE
27,1367,MADE
460,1368,MADE
265,1369,MADE
71,1370,MADE
487,1371,MADE
507,1372,MADE
425,1373,MADE
341,1374,MADE
8,1375,MADE
475,1376,MADE
13,1377,MADE
53,1378,MADE
195,1379,MADE
242,1380,MADE
221,1381,MADE
319,1382,MADE
576,1383,MADE
465,1384,MADE
182,1385,MADE
24,1386,MADE
264,1387,MADE
120,1388,MADE
593,1389,MADE
234,1390,MADE
222,1391,MADE
131,1392,MADE
203,1393,MADE
445,1394,MADE
51,1395,MADE
413,1396,MADE
405,1397,MADE
568,1398,MADE
127,1399,MADE
566,1400,MADE
133,1401,MADE
94,1402,MADE
390,1403,MADE
527,1404,MADE
94,1405,MADE
319,1406,MADE
15,1407,MADE
96,1408,MADE
327,1409,MADE
164,1410,MADE
208,1411,MADE
364,1412,MADE
338,1413,MADE
67,1414,MADE
561,1415,MADE
197,1416,MADE
392,1417,MADE
71,1418,MADE
132,1419,MADE
466,1420,MADE
338,1421,MADE
481,1422,MADE
593,1423,MADE
151,1424,MADE
265,1425,MADE
334,1426,MADE
270,1427,MADE
146,1428,MADE
168,1429,MADE
266,1430,MADE
227,1431,MADE
585,1432,MADE
148,1433,MADE
207,1434,MADE
522,1435,MADE
352,1436,MADE
342,1437,MADE
319,1438,MADE
436,1439,MADE
214,1440,MADE
295,1441,MADE
286,1442,MADE
475,1443,MADE
29,1444,MADE
355,1445,MADE
364,1446,MADE
70,1447,MADE
70,1448,MADE
443,1449,MADE
92,1450,MADE
214,1451,MADE
86,1452,MADE
307,1453,MADE
444,1454,MADE
220,1455,MADE
483,1456,MADE
547,1457,MADE
206,1458,MADE
250,1459,MADE
179,1460,MADE
191,1461,MADE
312,1462,MADE
225,1463,MADE
275,1464,MADE
459,1465,MADE
144,1466,MADE
159,1467,MADE
275,1468,MADE
456,1469,MADE
461,1470,MADE
275,1471,MADE
408,1472,MADE
279,1473,MADE
365,1474,MADE
591,1475,MADE
388,1476,MADE
553,1477,MADE
279,1478,MADE
508,1479,MADE
2,1480,MADE
375,1481,MADE
577,1482,MADE
262,1483,MADE
162,1484,MADE
35,1485,MADE
545,1486,MADE
585,1487,MADE
61,1488,MADE
187,1489,MADE
377,1490,MADE
477,1491,MADE
352,1492,MADE
102,1493,MADE
399,1494,MADE
215,1495,MADE
526,1496,MADE
372,1497,MADE
324,1498,MADE
588,1499,MADE
391,1500,MADE
582,1501,MADE
378,1502,MADE
309,1503,MADE
257,1504,MADE
232,1505,MADE
172,1506,MADE
112,1507,MADE
573,1508,MADE
439,1509,MADE
281,1510,MADE
576,1511,MADE
410,1512,MADE
504,1513,MADE
225,1514,MADE
578,1515,MADE
252,1516,MADE
489,1517,MADE
383,1518,MADE
82,1519,MADE
4,1520,MADE
434,1521,MADE
94,1522,MADE
455,1523,MADE
248,1524,MADE
315,1525,MADE
395,1526,MADE
237,1527,MADE
563,1528,MADE
434,1529,MADE
422,1530,MADE
305,1531,MADE
83,1532,MADE
549,1533,MADE
36,1534,MADE
450,1535,MADE
399,1536,MADE
558,1537,MADE
64,1538,MADE
103,1539,MADE
369,1540,MADE
438,1541,MADE
183,1542,MADE
66,1543,MADE
174,1544,MADE
87,1545,MADE
280,1546,MADE
240,1547,MADE
387,1548,MADE
136,1549,MADE
580,1550,MADE
212,1551,MADE
56,1552,MADE
368,1553,MADE
69,1554,MADE
61,1555,MADE
429,1556,MADE
105,1557,MADE
30,1558,MADE
65,1559,MADE
163,1560,MADE
230,1561,MADE
139,1562,MADE
271,1563,MADE
67,1564,MADE
229,1565,MADE
13,1566,MADE
521,1567,MADE
239,1568,MADE
578,1569,MADE
440,1570,MADE
217,1571,MADE
221,1572,MADE
310,1573,MADE
407,1574,MADE
320,1575,MADE
72,1576,MADE
510,1577,MADE
216,1578,MADE
440,1579,MADE
104,1580,MADE
524,1581,MADE
478,1582,MADE
589,1583,MADE
323,1584,MADE
168,1585,MADE
267,1586,MADE
154,1587,MADE
83,1588,MADE
318,1589,MADE
523,1590,MADE
460,1591,MADE
369,1592,MADE
260,1593,MADE
111,1594,MADE
449,1595,MADE
331,1596,MADE
573,1597,MADE
372,1598,MADE
531,1599,MADE
424,1600,MADE
386,1601,MADE
203,1602,MADE
277,1603,MADE
196,1604,MADE
227,1605,MADE
443,1606,MADE
132,1607,MADE
388,1608,MADE
253,1609,MADE
16,1610,MADE
19,1611,MADE
576,1612,MADE
439,1613,MADE
314,1614,MADE
13,1615,MADE
201,1616,MADE
342,1617,MADE
107,1618,MADE
215,1619,MADE
345,1620,MADE
73,1621,MADE
181,1622,MADE
517,1623,MADE
282,1624,MADE
418,1625,MADE
129,1626,MADE
374,1627,MADE
424,1628,MADE
49,1629,MADE
315,1630,MADE
262,1631,MADE
333,1632,MADE
79,1633,MADE
112,1634,MADE
434,1635,MADE
106,1636,MADE
290,1637,MADE
441,1638,MADE
541,1639,MADE
513,1640,MADE
427,1641,MADE
492,1642,MADE
72,1643,MADE
5,1644,MADE
464,1645,MADE
499,1646,MADE
247,1647,MADE
378,1648,MADE
217,1649,MADE
303,1650,MADE
53,1651,MADE
388,1652,MADE
452,1653,MADE
500,1654,MADE
158,1655,MADE
488,1656,MADE
461,1657,MADE
381,1658,MADE
477,1659,MADE
159,1660,MADE
286,1661,MADE
218,1662,MADE
